product_name,discounted_price,rating,rating_count,about_product,review_content,overall_sentiment_score,overall_sentiment_intensity
"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-in-1 USB Cable Micro USB/Type-C/iOS, Made in India, Durable & Strong & Tangle-free 118cm in Length (Black)",249.0,3.9,1075.0,"Fast Charging - All combined 3-in-1 USB cable supports fast charging with a speed of up to 3.4Amps to all your gadgets including smartphones, tablets, Bluetooth speakers, and much more.|Wide Compatibility - Solero 331 universal fast charging cable can Simultaneously Charge Android, iOs & Type-C devices. Proudly Made in India.|Ultra Durable USB Cable - The cable is crafted with a thick PVC jacket giving you an extra tough cable with 10000+ bends lifespan cycle. It can easily handle daily wear and tear.|Convenient Length - This multi-pin USB cable comes with an ideal length of 118cm which eliminates the struggle of finding nearby switchboards.|6 months manufacturer warranty from the date of purchase on manufacturing defects only. Please note this cable is only for charging and does not support data transfer.","It's a good data cable and I recommend it to purchase,the only issue was the metal pin is not fixed firmly so it has become loose,otherwise no issue,must purchase,https://m.media-amazon.com/images/I/615SgnWv1ML._SY88.jpg,Charging cable which is sturdy it's not a fast charging cable but the three outlets does the job.,Good sturdy micro usb cable with good charging speeds. Please don't raise prices,Nice product, a simpla microusb cable,😂,Best for this price,Good one",198,0.505
"10k 8k 4k HDMI Cable, Certified 48Gbps 1ms Ultra High Speed HDMI 2.1 Cable 4k 120Hz 144Hz 2k 165Hz 8k 60Hz Dynamic HDR ARC eARC DTS:X Compatible for Mac Gaming PC Soundbar TV Monitor Laptop PS5 4 Xbox",999.0,4.6,3664.0,"Certified HDMI Cable: The package has an official HDMI certification label. HDMI Officially Certified Fully compliant with the HDMI Forum’s strict requirements as specified in HDMI.|It supports the latest features: 1ms, low EMI, SBTM, 48Gbps Bandwidth, ALLM, VRR, QMS, QFT, Dynamic HDR, HDR10, CEC, HDCP 2.2 & 2.3, VESA DSC 1.2a.|Resolution & Deep Color: 10k@60Hz 12-bit, 8K@60Hz 12-bit, 5k@120Hz 90Hz 12-bit, 4K@120Hz 144Hz 12-bit, 2k@240H 165Hz,1080p@240Hz, 720p, 480p.|Digital Audio Video Format Support: The latest high-bitrate audio formats are supported including eARC, ARC, DTS Master, DTS:X, Dol-by TrueHD, Dol-by Vision, Dol-by Atmos and more.|Wide Compatibility: Gaming PC, FreeSync, G-SYNC, All GeForce RTX 30 series, Soundbar, PS5 4, Xbox Series X, Xbox Series S, All Apple TV+, All OLED TV, 2021 Macbook Pro, laptop, Projector, Monitor, Fire TV, SHIELD TV.","Absolutely value for money. I connect it with my Samsung 55 inch UHD TV, JBL 3.1 soundbar and Jio set top box. All is working zakkaass !! Picture quality improved compared to my earlier cable. Now getting Dolby 5.1 with this set up. Thumbs up for this item.,Best product at fair price. Quality of the cable is too good.,Must buy picture clearity upto the mark",97,0.495
LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LCD tv's,399.0,3.9,1951.0,Before Order Please Match Your Remote With Image Shown|Compatible Sony Bravia LED/LCD Remote|Easy to use|Soft Rubber Keypad|Best Quality Plastic Body,"The remote looks very similar to the original one. Doesn’t need any specific setup and is already tuned to the Sony Bravia LED TV of ours.,Perfectly working,Working fine so far,Best remote in the market. I am using and controlling SONY Smart TV. Easy to use. Working smoothly till date.All functions are working. Best replacement remote in competitive price.,Doesn't perform like an original.,Reasonable product but of not good quality,Like expected all required functions work without any issues. Remote itself is made of high quality plastic, not sure how many years it will last but build quality look and feel sturdy.,It’s working but buttons are not good.",103,0.515
"boAt Type-c A400 Type-c to USB A Cable for All Type C Phones (Lg nexus 5x), 1Mtr(Black)",349.0,4.3,20850.0,"Support The Maximum 3A Fast Charging And The Speed Of Data Sync Up To 480 Mbps|One End Normal Usb Type A And Other End Usb Type C|Aesthetically Designed, Aluminium Ends, With High-Density Boat'S Premium Nylon Braiding Wrapped Around The Entire Length Of The Tangle Free Cable For Reinforcement And Added Durability|Special Reversible Type-C To Usb A Male User-Friendly Design Helps You Insert The Connector In A Right Way All The Time|2 years warranty from the date of purchase","One amazing cable for 300 bucks,Ok with charging. Looks very sturdy and durable.,Fast charging upto 25watts 2m in length and really durable.Bought it like the 4th time passed down my older cables to family members all still in working state.,I bought it in 2019 and it almost last three years post heavy usage... Gonna buy it again! Very good quality,Good quality USB C Charging cable that enables Fast Charging for Samsung M21 as well as M33 5G 24 W seeking phones. 2 metre cable length helpful in keeping phone on desk while Charging Adaptor plugged into Electric Outlet. Best value. Similar 2 m cable costs 3x or 4x in retail market. This is best price,Great product. Wanted this as my Portable battery has USB slot and iPad and Kindle Reader have USB-C ports. Fits my requirement perfectly. Charges very fast.,good,Very good overall",198,0.5
"Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)",399.0,4.1,2685.0,"【NOTE before purchase】:This is a USB C to USB C cable, which means it has the same USB C connector on both ends, please be aware that this is not a USB C to USB A cable. So, you may need a USB C wall charger to charge your device.|【Fast Charging & 480Mbps Data Transfer Speed】: Supports QC/PD fast charging, with 65W/30W/18W USB C Power Adapters to use. Data transfer speed is up to 480Mbps between two devices, which means transferring 100 songs within seconds.|【Durable Nylon Braiding】:The strong braided cable not only avoids the tangling but it also comes with Velcro strap so It can be wrapped up and put in a bag or pocket.|【65W / 3.25A Rapid Charging】 ： Built-in Emark smart chip, which makes this USB C to USB C PD cable strong enough to support max 3.25A current 65W power through, as well as support fast charging for more phones, like Macbook Pro 2018, Pixel 2 XL, Samsung Galaxy S20,Note 10,Nexus 5X/6P and more Type-C devices. You need a USB C wall charger to charge your device.|【List of Compatible Devices】:This USB C to USB C Cable can fast charge your Samsung Galaxy S20/S20+/S20 Ultra/S10/ S10+/S9/S9+/S8/S8+/Note 10/Note 10+/Note 9/Note 8/A50s/ A70/A80. and also Compatible with Type-c Port Laptops and Nintendo Switch with the original charger (View Product Description for details)","The product was nice its charging awesome,Cant say anything about durability and sturdiness as the part which gets connected to adapter seems to be in a highly vulnerable state. With a flick of hand it might get bent as my last charging chord got to be so i had to buy this one. Something must be done about that.,Very good worth the money,I had to replace the cable that I had recieved with my laptop. I opted Zoul and am highly satisfied by the cable. It's durable and works seamlessly.,This is an amazing product from Zoul. I bought many other cables before from other brands but they didn't work that well. But this, I must say is the Best of all in terms of charging power, durability and sturdiness. Much Recommend!!,I've been using this cable for over 6 months with my Galaxy S22 it's been working flawlessly. Fast charging works as expected and the 2m length makes it convenient to use it in bed. Would recommend to anyone looking for a long cable. Infact, my brother purchased one after seeing me buy it.,The cable has good length, charges very fast,",196,0.505
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS",1699.0,4.4,24780.0,"AC1300 Lightning-Fast Speed — AC1300 (867 Mbps on the 5 GHz band or 400 Mbps on the 2.4 GHz band) dual-band Wi-Fi to ensure all your devices run at full speed|MU-MIMO Technology — Improves the throughput and efficiency of the whole network with MU-MIMO technology|Dual-Band Wireless — The 2.4 GHz and 5 GHz bands provide flexible connectivity, giving your devices access to the latest dual-band Wi-Fi router for faster speed and extended range|High-Gain Antennas — Advanced external high-gain antennas greatly enhance the reception and transmission signal strength of the USB adapter|Supports the Latest Operating Systems — Fully compatible with Windows 11/10/8.1/8/7/XP and Mac OS 10.15 and earlier|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request.","I am using this on an old Mac Mini, since the Broadcom proprietary drivers aren't available and the replacement B43 drivers don't allow for sufficient download speeds, at least in my experience. I got this device up and running with Ubuntu 22.04 with Linux 5.15.0-56-generic.Google search for ""morrownr/8821au-20210708"" and use the driver on Github. I'm using the product ""TP-Link AC600"" btw. If you are using the other variant sold on Amazon, use lsusb and find out which network interface you are going to have to install drivers for. GIYF.I will admit, this is probably going to be hard for someone who is not generally comfortable with a shell, bash for example. But even though I had never used dkms or iw before, the Github repo along with the build tools available in the jammy repo made it easy enough to get the device working (read the GitHub Readme).To be sure I first got the drivers working in a local Ubuntu VM using Guest Additions to connect to the USB device directly from the guest OS, which also worked.Ultimately, I installed the OS on the host and setup the drivers using USB tethering. I then got the same download speed using this device I was previously getting on my other network interfaces on Windows and Mac, but now on Ubuntu.The device itself is a bit sensitive to the antenna direction when it comes to the impact on download speed. Have been using for about a month now without complaints.,Do not go for reviews that say that it do not support kali. Me and some of my friends all are using it for Wi-Fi hacking and it works really well, it also supports monitor mode. If you are having issues in connecting it to your Kali machine then just go through the web surf a bit and you will find relevant articles on how to connect this TP link adapter to your kali machine. There is also a driver of realtek which you might need to install to make it work in your kali machine.I have given it 4 stars just because the performance if not good as the Alpha adapters which is reasonable for this range of price but in this range and for as a beginner it is the best adapter you can buy.,Nice product. Working fine. My PC is now 5G  Price is too high so giving 4 star,Got the Wi-Fi in one of the rooms from 0 to 70%. Has been working well since a month now. Good alternative to a repeater if only a single device needs to access the Wi-Fi from a corner.,The product is very nice and have good Wifi signal. Using this for over a month now, no complain. But when it for the first time, you need to install the driver on your desktop/laptop from the TP link website to make it operational, which is not very well explained in the manual.,This product is very good,I have buy this product because my laptop don’t support wifi 5ghz band, in 2.5 ghz I receive 30-40Mbps speed only but my broadband plan is 150Mbps.1. Easy to use plug and play windows 102. Good signal i am using another room from router no signal drop , I receive full signal.3. Little bit expensive but go with this because of good signal.4. I receive 170Mbps + download and 110Mbps upload speed on 5ghz and my broadband plan is 150Mbps.I highly recommend this product.,i purchase this product for company use and this is a very good product.",200,0.505
"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",655.0,3.2,285.0,"This Voice Command Compatible Remote is for Mi LED Smart TV 4A (32""/43"") Remote Control with NetFlix and YouTube Feature.|!!Before you complete your purchase, Please make sure your old remote image matches with this remote in terms of buttons and features!! IF Your old Remote is not Voice Control, This remote will be not work.|Soft key, lightweight design, Superior Quality remote for your Mi Smart Android TV 4A . Perfectly replaces your damage or old one and covers all the functions of the original remote.|Best Quality Replacement Remote Control for Mi Smart TV with Bluetooth Voice Command. Pairing Required with TV.|Long Range & Better Response.Remotes are checked by Testing Machine Before Shipment. Please use new Alkaline Batteries.(Not Included)","TV remote is the replica of the original one supplied with TV. The original one served for about one and half year. The remote came without any battery. Performance since last few days is satisfactory. But Amazon has similar remote with lessor price. But can't asses the quality. Alternatively one can operate by downloading the remote from play store in android. But may be little inconvinience to operate.,Working fine but the quality of outer case is low quality. Can be purchase.,The pairing of this remote was little tough and also some times remote is not working after I use the voice Recognition. The buttons are hard to press when compare to the original remote which came with the smart box. So, find a original piece and go for it,Remote is faulty . It looses it's connectivity with the tv atleast 50 times in a day. So I have to pair it 50 times.I want a replacement. Please arrange a call back from the customer service team,,Value for money, sturdy quality, need voice recognition improvement,Must add a note that you must switch on TV manually and then pair,working is good, no issuebut material quality is not up to mark",196,0.51
"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",749.0,4.2,179692.0,"150 Mbps Wi-Fi —— Exceptional wireless speed up to 150Mbps brings best experience for video streaming or internet calls|Easy Set up —— Easy wireless security encryption at a push of the WPS button|Antenna —— 4dBi detachable Omni Directional antenna, remarkably strengthen signal power of the USB adapter|Compatibility —— Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier, Linux|Interface —— USB 2.0|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request.","I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22, it worked out of the box in both, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,The wifi dongle is a simple plug & play device, will start catching available networks right after you plug it into your USB port, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing, hence a star less.,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times, also depends on your modem or cellular connection*Issues occur while installing via CD, which is available along with the product( Installation driver can be downloaded from TP-Link site)*Needed to reconnect the adapter every time system is turned ON*Will not work if your software has some issues, so encountered any just update your system(worked for me)*Support Center is worse, calls are unattended most of the times or just visit nearby storeConclusion:Brought this @499/-Ideal for users who don't need very high speed internet usage,a good alternative for USB Tethering and are on Budge(1080p Youtube videos can be easily played with this without any interruptions),wifi connectivity is a great good result for me. however, some jitter problems did exist.,This is perfect device to connect wifi. Go for it.,This wifi adopter is good working,(Pictures attached)Size/Design:  ★ ★ ★ ★ ★Build Quality: ★ ★ ★ ★ ★Packaging:  ★ ★ ★ ★ ★Software:  ★ ★ ★ ★Speed:  ★ ★ ★ ★ ★Connectivity:  ★ ★ ★ ★ ★Experience:  ★ ★ ★ ★ ★Warranty:  ★ ★ ★ ★ ★Size and Design:The best part about this is that it is very compact in size and very sober and elegant in design. This is a big plus as it is easy plug in and use, add to it the good sober design.Build Quality:The build quality is undoubtedly superb. Just no qualms about that, at all. When held, it doesnt give off that cheap and flimsy product-like feeling. It is good sturdy with its build quality.Packaging:This part is also a big plus as the item was well cushioned and packaged with all the necessary items that ensured that no damage could have been caused to the product during transportation. This ensures that I as a customer have received something not damaged internally already.Software:This is actually good but not great part with the product.The good part is that a CD has been provided with it along with a manual.The not great part is that NO LINUX SUPPORT has been given from Version 2 onwards. This is bad, really.Speed:It easily supports net speeds upto 300 Mbps. Practically speaking, I have tested it at my home and it easily supports net speed of over 100-150 Mbps without a sigh.On testing I found that it did connect to 5GHz network, without any issue.Connectivity:Please mark its not feet its metres. Multiply metres x 3 to get the distance in feet.It easily connects to my laptop or phone from 7 metres across one room. So thats 21 feet. I mean even our old bluetooth used to connect to about 15 ft.So 20-25 feet is not at all an issue with this. This is the big plus I found with the product.Experience:From this point of view, so far except the linux non-compatibility issue, I found no other flaws with this product.So overall its a great product.Warranty:Its 3 years so I am assured that atleast for 3 years I am tension-free and not just 1 year, contrary to most electronic items today that only provide 1 year warranty with their items.,Best adapter I have bought ever. Works nicely seemless connectivity",101,0.505
Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),9999.0,4.2,6088.0,"Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound output: 24 Watts Output|Smart TV Features: Android TV | Voice Search | Google Play | Chromecast | Prime Video|Display : A+ Grade Panel | Superior Sleek | Slim and stylish design|Warranty Information: 1 year standard manufacturer warranty by Kodak from the date of Purchase|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Country of Origin: India","I recently purchased the Kodak TV from Amazon and overall, my experience has been satisfactory. The picture quality is good and the streaming capabilities are convenient. The user interface is easy to navigate, although it did take me a little bit of time to get used to it.However, I do have a few issues with the TV. The sound quality is not the best and I have noticed some lag when switching between apps. These issues do not significantly impact my viewing experience, but they are worth mentioning.Despite these issues, I would still give the Kodak TV 3 stars out of 5. It is a decent TV for the price, but there are certainly better options out there. I was offered an additional 3 months of warranty if I wrote a review, but I am not particularly interested in extending the warranty at this time.It is not appropriate or ethical to write a false or misleading review in exchange for incentives, such as an extended warranty or other perks. Doing so goes against Amazon's guidelines and can lead to consequences for both the customer and the company.It is important to be honest and transparent in your reviews and to only write about your genuine experiences with a product. This helps other customers make informed decisions about their purchases and ensures that the review system remains fair and trustworthy.If you are not satisfied with the Kodak TV or do not feel comfortable giving it a high rating, it is perfectly okay to give it a lower rating or to not write a review at all. It is always better to be honest and genuine in your reviews, rather than attempting to manipulate the system for personal gain.,Issues with chrome casting,I did not believe such a good feature would be available at this price.  I liked the feature of supporting the Ethernet port and earphone jack.,Kodak tv,For the amount being charged, this is a acceptable TV.The Kodak 7XPRO  model is same as Thomson 9A series.Despite being 32"" big, this was lighter than my previous Bravia 18"" TV and easily mounted to the previous wall-mount. Note: The wall mount holes are plasticky and dont have any metal insert.The remote sensor is separate module projecting from the underside of the TV and does not look integrated  with the main body.The two USB ports are side by side which dont interfere with each other.The Audio out port is a good feature if one wants to watch TV without disturbing others.When i first connected the TV to my set-top box over HDMI, there was only picture and no sound.The person at the service center whose number is listed on the TV's warranty card said that they dont support this and i need to call the TV manufacturer. so much for printing a service center number on warranty card.This was fixed after changing the HDMI CEC settings in the set-top box (not TV's fault).There is no user-manual given with the TV. most people, based on their experience with phone should be able to ultimately figure out the connections. The only included leaflet-book (whose pages were all stuck together) talks about the Android menu, There is no info on the TV's input jacks (like what the HDMI ARC stands for).I got multiple calls after the purchase to enquire about delivery and if i needed installation.As i already had a previous wall mount on which this could get attached with no hassles, I opted out of installation service.,All is welllll,Good tv,Picture quality is very good",200,0.5
Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),195.0,3.7,1383.0,Compatible with SD and HD Recording,"Value of money,Usually  gd,Good Product,Good,Quality is poor and responce is late,This it what you've been looking for I guess,Quality is okk , not bed it all but it's body is not proper tight or fixed.,The product is of poor quality and seems like duplicate. Remote doesn’t work properly.",16,0.08
"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Silver, 6-Ft",999.0,4.5,5492.0,Added Protection: An additional layer of protection has been added to the Lightning and USB ends to improve durability and reduce fraying;,"It works more than expected , little bit lose but other than that it works well till date , it is really long and  that is so much useful,QUALITY IS GOOD.LOVE IT.NO ISSUES SO FAR.,Bought for around 800 rupees. Cable is little bit lengthier (they have mentioned the length of the cable too, so can’t complain it). Overall the product is far far better, best and worth for the penny.,Build quality is great, looks good as well, my last amazonbasics cable lasted around 3 years so I am expecting the similar from this one.,Not supporting for CarPlay. And this product I want to cancel but Amazon don’t have option to cancel.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/C1c42PWPh0S._SY88.jpg,It's sturdy and durable. Using since one month no issues reported...,Nice product by Amazon Basics",299,0.52
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",499.0,4.2,919.0,"Stay ahead and never miss out with a 5A fast charging speed for your devices|It supports Power Delivery technology (PD) to keep your devices boosted up with power|Always stay ahead in the power league with a 100W power transfer|Its sturdy cord is tough enough to withstand 10000+ bends|Crafted for convenience, it allows you to charge and sync data with just one cable|It is widely compatible with all types of Type-C enabled devices and even laptops that have a Type-C port|We take pride in stating that this product is Made in India at our manufacturing facility in Haryana|It comes with a 6 months warranty against manufacturing defects. For any issue, please contact +91-11-45911111 or care@a","The cable does support fast PD charging, I have tried it on my laptop, and also tried it on the powerbank.Tested on the Samsung 45watt charger and it worked fine for the phone, tried the same on charger on laptop for PD charging, though it charged the laptop but the cable point does heat up quite a bit. So there are chances that if a 100 watt charger is used, it may heat up a lot. Overall the cord is well make, very sturdy and the materials indicate that this cord will be very very durable. The price would could have been on the lower side due to heating otherwise its a good buy.,Good for buy,Like it,I got this for my samsung s10 lite and it is compatible with super fast charger and charged my phone in Super fast charge mode. Value for money. Could not post picture but product is good. Far better than original Samsung cable which cost almost same.,The cable is sterdy, the ends are premium. Charges my One Plus 7T rapidly. Great data transfers on my Macbook as well. I am happy with the purchase.,Good cable,Worth it. Quality of cable is very good. Supports fast charging in Samsung Galaxy devices,Ideal for charging but not for data transfer.(gives an average speed of 30 to 35mbps with my ssd capable of more than 100mbps transfer speed and actually gives with its provided cable)",196,0.505
"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",416.0,4.2,30023.0,"Enables easy installation of audio components to your audio or home theater system|Digital optical cable constructed with durable black PVC outer layer and corrosion-resistant gold-plated connectors for optimal signal transfer|Precision-polished optical connectors allow maximum signal transfer accuracy. Specially optimized optical fiber for higher fidelity|Compatible with S/PDIF, ADAT's, Dolby Digital, & DTS","Using with my Xbox and it's working perfectly,A good upgrade from stock cable which i got from samsung. The sound quality has definitely improved in the soundbar. It is loud enough between 10-15 volume. However the subwoofer output has not improved significantly.,I GOT NORMAL INSTEAD OF PREMIUM CABLE WITH SMALL SIZE. BUT LUCKILY I GET USE TO IT.,Works really well.,Absolutely top class for the money spent. No loss of signal, as good as if there is no splitter involved. Fantastic buy as most TVs have only one optical output.,,Getting proper 5.1 channel surround sound.Channel seperation is great.I'm using it in jio setbox with zebronics zuke 9400 pro 5.1 sound bar,Worked as expected with my LG tv",196,0.5
"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",368.0,4.2,387.0,"1.2M Tangle Free durable tough braiding sync & charge cable|Supports Quick Charge 2.0 and 3.0, with max output up to 3A|Ensure fast and stable data transmission up to 480 Mbps|Up to 10,000+ bend and 10,000+ plugging and unplugging test ensure this cable a longer lifespan|Compatible Designed to work flawlessly with all Micro USB Or Type C devices of Mi, Xiaomi, Realme, IQOO, POCO, Android, Samsung, VIVO, OPPO, Oneplus, Redmi, tecno & Google Pixel etc.|2 Years Warranty","Superb,I'm using this in my car from 3 months quality of product is as described andIt's Working very good with my redme note 5proQuickly charged under 45 min 0 to 100% 5000mah batteryYou just need fast charger.,The purpose of me using this is not for charging but as an attachment for a portable DAC to mobile for IEMs.> Build quality is really good.> Ends are really premium.> Transfers sound without as such without noticeable loss or additions.Cannot comment on its durability. Will update the same later.,The best you can get.. a bit pricey, but then its not easily available in local market. Thnx to duracell that they have this.. It’s convenient if u hv reverse charging from your phone. I use it for digital lock that we have on our home door..,0k,Yes it's a great product for me! It charges my Samsung galaxy J8 which has a USB port with the new samsung 25W charger which has a Type C port! But be careful as it charges at 15W. It does the job pretty well but it's Made in China whereas the Samsung Charger is Made In India,This thing from duracell meets the expected expectation! No wonder.,Very good quality",198,0.505
VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),29990.0,4.1,211.0,"Resolution: 4K (3840x2160) | Refresh Rate: 60 hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blue Ray players | 2 USB ports to connect hard drives and other USB devices | 2.4/5GHz WiFi | HDMI CEC & ARC | 2-Way Bluetooth 5.0|Sound : 40-Watt Speakers | 2 Master + 2 Tweeter Speakers | Dolby Audio Sound Enhancement | Ultra Surround | Clear Voice III|Smart TV Features : webOS | Content Store | Magic Remote Control | ThinQ AI Voice Assistant | Alexa Built-in | Wireless Casting | Licensed Apps-Netflix, Prime Video Hotkeys on Remote|Display : IPS Panel | 4K HDR | 400nits Brightness | HDR10 | HLG | Auto Low Latency Mode (ALLM) | Game Mode | TruMotion | MEMC | Cricket Mode | Panoramic Viewing|Warranty Information: 1 year warranty provided by the manufacturer from date of purchase|Installation/Wall mounting/Demo will be arranged by AHS Team. For any other information, please contact VU support (Please visit brand website for tollfree numbers) and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","Vu  UHD SMART 43""  web os  version good  tv 2022 , picture quality and opareting  nice  , but sound  quality I am not satisfied not afctvive  to other t vs,HDR can’t be turned off in apps,Got it at 19k in the sale. The TV uses WebOS. its snappy. its so so feature rich. The magic remote is amazing. It supports Samsung Smartview and DEX out of the box which means without any internet and wifi etc you can directly cast your screen. Super handy. The sound quality is just so so great for the price. The Remote gets synced with the Airtel DTH and there is dual band support. The HDR gets detected and auto upscaled for Full HD contents in the Hotstar and Netflix. The only cons I find is the power usage which is 100Watt and the smart assistant is pretty useless. The WebOS btw has all essential apps.About VU: Installation is done same day. i cant comment on the durability and future support now. But thats common for all TV comps today except Samsung, LG, Sony and Panasonic.,All fine but remote is a pain. It's too ergonomically faulted for elderly people. Also webos is not the greatest and user friendly.,Good,Really good product overall, bit different from android tv but work almost simler to google or android tv.only feedback is screen mirror feels little bit legging and it would be good if we get mx player in store.,While placing Orders, I asked for Exchange of old Samsung 32” TV, And 2 years Extended Warranty for New TV.  This has Not Come with Delivery.,I like all the features but login for ott apps is a problem which we have to open chrome in mobile or laptop for login in tv",296,0.505
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",339.0,4.3,974.0,"{3A/QC 3.0 FAST CHARGING and DATA SYNC} : This USB C cable supports QC 3.0 Fast Charging and Data Syncing, max current 3.0A and transfer speed up to 480Mbps. Built-in 56K pull-up resistor and strong metal connections provides reliable conductivity and stability.|{Nylon Braided Tangle-free Design} : Premium Nylon Braided Type C Cable/Lead adds additional durability and tangle free with a tested lifespan of 10000+ bending test.|{SAFE & RELIABLE} : High-purity copper wire features anti-oxidation and anti-rust, which will keep long-lasting fast charging performance. This Type c cable fast charging has safety certification, you have no need to worry about this cable quality at all.|{What You Get} : Premium Nylon Braided Cable 3FT(1M) and our friendly customer service.","Not charging as fast as I'd have expected. Maybe something wrong with my unit. However, the cable overall is actually pretty decent. The material is great, it doesn't bend out of shape very easily, and looks (and feels) premium. The length is definitely a plus!,Good,A sturdy cable for mobile charging.,It's been 1 month that i am using this charging cable, works very well with S20 FE 5G. Thumbs up.,Braided cable is sturdy and built well. Long cable adds extra reach and is tangle free.,A good buy. The extra length helps a lot.,Good product,Ok",195,0.505
Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),15490.0,4.3,16299.0,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Voice Assistants | SmartThings App | Personal Computer | Home Cloud | Live Cast | Screen Share | Music System |Alexa Built-in: Voice control your TV and your day. Just ask Alexa to search for movies, play music, control smart home devices, get sports updates and more|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided","Overall good.,TV picture ok smart betterSound very low another brand,Service provider refuse install my TV, bad service and samsung, I am calling 3 times service provider. Not meet my home address.why ? Bad bad,They product did not come with the support stand or wall hanging hook to install the Tv,Picture quality is very poor in cables,Floor stand does not come with it ... You have to buy it seperately. Request Amazon to cleary mention it in the add . You will have to pay seperate charges for the installation guy to buy the floor mount .,Good,",-98,0.49
